25 25
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0, 0},
{ 0, 6, 6, 0, 0, 0, 0, 0, 8, 8, 6, 6, 6, 6, 6, 8, 8, 0, 0, 0, 0, 0, 6, 6, 0},
{ 0, 14, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 14, 0},
{ 0, 14, 14, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 14, 14, 0},
{ 0, 0, 14, 14, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 14, 14, 0, 0},
{ 0, 0, 0, 0, 14, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 14, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0},
{ 0, 0, 0, 0, 6, 6, 8, 8, 6, 6, 4, 4, 0, 0, 4, 6, 6, 8, 8, 6, 6, 0, 0, 0, 0},
{ 0, 0, 0, 0, 6, 6, 8, 8, 6, 6, 4, 4, 4, 4, 4, 6, 6, 8, 8, 6, 6, 0, 0, 0, 0},
{ 0, 0, 0, 0, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 0, 0, 0, 0},
{ 0, 0, 0, 6, 6, 6, 6, 6, 6, 14, 14, 14, 8, 14, 14, 14, 6, 6, 6, 6, 6, 6, 0, 0, 0},
{ 0, 0, 0, 6, 6, 6, 6, 6, 14, 14, 14, 14, 8, 14, 14, 14, 14, 6, 6, 6, 6, 6, 0, 0, 0},
{ 0, 0, 0, 6, 6, 6, 6, 6, 14, 14, 8, 8, 8, 8, 8, 14, 14, 6, 6, 6, 6, 6, 0, 0, 0},
{ 0, 0, 0, 6, 6, 6, 6, 6, 14, 14, 8, 12, 12, 12, 8, 14, 14, 6, 6, 6, 6, 6, 0, 0, 0},
{ 0, 0, 0, 0, 0, 6, 6, 6, 14, 14, 14, 8, 8, 8, 14, 14, 14, 6, 6, 6, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 6, 6, 14, 14, 14, 14, 14, 14, 14, 6, 6, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
{ 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
